ticker,name,price,ma50,vs_ma50,vol_ratio,trend_score,pattern,bottom1,bottom2,neckline,dist_from_neckline,market,pivot_price,distance,vol_dryup,box_high,box_range,breakout,pivot_dryup,range1,range2,range3,contraction,vol_contraction
095570,AJ네트웍스,5080,5152,-1.4%,1.4x,6/7,VCP,,,,,KOSPI,,,,,,,,22.0%,17.1%,6.0%,27% of initial,True
317400,자이에스앤디,4545,4421,+2.8%,1.5x,6/7,Double Bottom,4100.0,4035.0,4570.0,-0.5%,KOSPI,,,,,,,,,,,,
012280,영화금속,1074,1028,+4.5%,1.0x,6/7,Double Bottom,1011.0,1001.0,1086.0,-1.1%,KOSPI,,,,,,,,,,,,
002690,동일제강,1691,1588,+6.4%,0.3x,6/7,Double Bottom,1446.0,1500.0,1652.0,+2.4%,KOSPI,,,,,,,,,,,,
005290,동진쎄미켐,56500,50440,+12.0%,1.9x,6/7,Double Bottom,45150.0,44000.0,55000.0,+2.7%,KOSDAQ,,,,,,,,,,,,
195940,HK이노엔,52400,51867,+1.0%,1.8x,6/7,Double Bottom,45550.0,46800.0,53100.0,-1.3%,KOSDAQ,,,,,,,,,,,,
281740,레이크머티리얼즈,21950,21600,+1.6%,2.9x,6/7,Flat Base Breakout,,,,,KOSDAQ,,,,21150.0,14.6%,+3.8%,True,,,,,
137400,피엔티,51900,49932,+3.9%,1.5x,6/7,Flat Base Breakout,,,,,KOSDAQ,,,,51200.0,12.9%,+1.4%,True,,,,,
187660,페니트리움바이오,16850,12010,+40.3%,1.2x,6/7,Pivot Setup,,,,,KOSDAQ,16950.0,-0.6%,0.7x avg,,,,,,,,,
033100,제룡전기,51400,50278,+2.2%,2.9x,6/7,Double Bottom,43000.0,43500.0,50200.0,+2.4%,KOSDAQ,,,,,,,,,,,,
252990,샘씨엔에스,10650,10363,+2.8%,1.9x,6/7,Double Bottom,9060.0,8760.0,10920.0,-2.5%,KOSDAQ,,,,,,,,,,,,
037460,삼지전자,30000,23999,+25.0%,0.8x,7/7,Pivot Setup,,,,,KOSDAQ,30300.0,-1.0%,0.7x avg,,,,,,,,,
308430,셀비온,35000,29653,+18.0%,1.2x,6/7,Pivot Setup,,,,,KOSDAQ,34000.0,+2.9%,0.7x avg,,,,,,,,,
092870,엑시콘,32100,28689,+11.9%,2.7x,6/7,Double Bottom,24500.0,25100.0,31850.0,+0.8%,KOSDAQ,,,,,,,,,,,,
036200,유니셈,10870,10020,+8.5%,2.8x,6/7,Double Bottom,8590.0,8520.0,10720.0,+1.4%,KOSDAQ,,,,,,,,,,,,
067390,아스트,805,754,+6.7%,1.7x,6/7,Double Bottom,733.0,702.0,807.0,-0.2%,KOSDAQ,,,,,,,,,,,,
418420,라온텍,6400,6034,+6.1%,3.1x,6/7,Double Bottom,5140.0,5210.0,6490.0,-1.4%,KOSDAQ,,,,,,,,,,,,
192410,오늘이엔엠,8140,3467,+134.8%,0.5x,6/7,Pivot Setup,,,,,KOSDAQ,8200.0,-0.7%,0.5x avg,,,,,,,,,
264660,씨앤지하이테크,19470,18066,+7.8%,1.8x,6/7,Double Bottom,15650.0,15990.0,18720.0,+4.0%,KOSDAQ,,,,,,,,,,,,
067000,조이시티,2660,2616,+1.6%,0.8x,6/7,Double Bottom,2330.0,2245.0,2540.0,+4.7%,KOSDAQ,,,,,,,,,,,,
322180,LS티라유텍,8170,8022,+1.8%,1.0x,6/7,Double Bottom,6890.0,6730.0,8380.0,-2.5%,KOSDAQ,,,,,,,,,,,,
040300,YTN,3430,3361,+2.0%,0.4x,6/7,Double Bottom,3055.0,3010.0,3400.0,+0.9%,KOSDAQ,,,,,,,,,,,,
021080,에이티넘인베스트,3270,3185,+2.7%,1.5x,6/7,Double Bottom,2810.0,2845.0,3115.0,+5.0%,KOSDAQ,,,,,,,,,,,,
065450,빅텍,5430,4795,+13.2%,0.3x,7/7,Double Bottom,4780.0,4600.0,5290.0,+2.6%,KOSDAQ,,,,,,,,,,,,
290720,푸드나무,3785,2677,+41.3%,0.7x,7/7,Pivot Setup,,,,,KOSDAQ,3830.0,-1.2%,0.7x avg,,,,,,,,,
074430,아미노로직스,1486,1467,+1.2%,0.6x,6/7,Double Bottom,1299.0,1310.0,1432.0,+3.8%,KOSDAQ,,,,,,,,,,,,
238090,앤디포스,3925,2648,+48.2%,0.9x,7/7,Pivot Setup,,,,,KOSDAQ,3960.0,-0.9%,0.7x avg,,,,,,,,,
413390,엠오티,8710,8561,+1.7%,2.5x,6/7,Flat Base Breakout,,,,,KOSDAQ,,,,8610.0,12.4%,+1.2%,True,,,,,
052900,KX하이텍,1272,1212,+4.9%,1.7x,6/7,Double Bottom,1050.0,1057.0,1258.0,+1.1%,KOSDAQ,,,,,,,,,,,,
041460,한국전자인증,4450,3995,+11.4%,26.0x,6/7,Flat Base Breakout,,,,,KOSDAQ,,,,4260.0,12.7%,+4.5%,False,,,,,
067920,이글루,7570,5726,+32.2%,26.1x,6/7,Flat Base Breakout,,,,,KOSDAQ,,,,6540.0,13.5%,+15.7%,False,,,,,
126640,화신정공,1571,1503,+4.5%,2.3x,6/7,VCP,,,,,KOSDAQ,,,,,,,,28.6%,20.9%,8.7%,30% of initial,True
290270,휴네시온,4400,3600,+22.2%,91.6x,6/7,Flat Base Breakout,,,,,KOSDAQ,,,,3755.0,10.9%,+17.2%,False,,,,,
017000,신원종합개발,3275,3137,+4.4%,1.7x,6/7,Double Bottom,2735.0,2865.0,3250.0,+0.8%,KOSDAQ,,,,,,,,,,,,
044780,에이치케이,1747,1393,+25.4%,172.6x,7/7,Flat Base Breakout,,,,,KOSDAQ,,,,1550.0,14.2%,+12.7%,False,,,,,
